"approval_of_congress_binary","trust_clean","trust_numeric","trust_binary","big_interests_clean","big_interests_numeric","waste_clean","waste_numeric","income_clean","income_category","race_clean","education_clean","education_category","ideology_clean","ideology_numeric","congress_approval_clean","congress_approval_numeric","age_clean","age_category","sex_clean","marital_clean","marital_simple","economy_clean","economy_numeric","elections_responsive_clean","elections_responsive_numeric","social_trust_clean","social_trust_numeric","congress_approval_category","congress_binary","party_clean","party_numeric","state_clean"
1,"Most of the time",2,1,"For benefit of all",2,"Waste a lot",1,26,"$100,000+","Black, non-Hispanic",13,"Bachelor's degree","Moderate",4,"Approve not strongly",2,67,"65+","Female","Separated","Previously married","Somewhat worse",4,"A good deal",1,"About half the time",3,"Approve",1,"Strong Democrat",1,6
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,11,"$25,000-$49,999","White, non-Hispanic",9,"High school graduate",NA,NA,"Disapprove strongly",4,69,"65+","Female","Married: spouse present","Married","Much worse",5,"Some",2,"About half the time",3,NA,2,"Independent-Democrat",3,9
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,7,"Under $25,000","White, non-Hispanic",12,"Some college/Associate","Liberal",2,"Disapprove strongly",4,69,"65+","Male","Widowed","Previously married","About the same",3,"A good deal",1,"Most of the time",2,NA,2,"Strong Democrat",1,49
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,17,"$50,000-$99,999","Multiple races, non-Hispanic",10,"Some college/Associate","Extremely conservative",7,"Disapprove strongly",4,53,"45-64","Male","Married: spouse present","Married","Much worse",5,"Some",2,"About half the time",3,NA,2,"Independent-Republican",5,19
1,"Most of the time",2,1,"For benefit of all",2,"Waste some",2,21,"$50,000-$99,999","Black, non-Hispanic",9,"High school graduate","Moderate",4,"Approve strongly",1,23,"18-29","Male","Separated","Previously married","About the same",3,"A good deal",1,"About half the time",3,"Approve",1,"Strong Democrat",1,48
2,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,2,"Under $25,000","Black, non-Hispanic",6,"Less than high school","Moderate",4,"Disapprove strongly",4,33,"30-44","Female","Separated","Previously married","About the same",3,"Not much",3,"Never",5,NA,2,"Independent",4,NA
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,14,"$25,000-$49,999","White, non-Hispanic",10,"Some college/Associate",NA,NA,"Disapprove not strongly",3,26,"18-29","Female","Married: spouse present","Married","Much worse",5,"Not much",3,"About half the time",3,NA,2,"Strong Republican",7,48
2,"Most of the time",2,1,"Run by big interests",1,"Waste a lot",1,27,"$100,000+","White, non-Hispanic",9,"High school graduate","Conservative",6,"Disapprove strongly",4,58,"45-64","Female","Widowed","Previously married","About the same",3,"Not much",3,"About half the time",3,NA,2,"Strong Republican",7,9
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,16,"$50,000-$99,999","White, non-Hispanic",9,"High school graduate","Conservative",6,"Disapprove strongly",4,68,"65+","Male","Married: spouse present","Married","Much worse",5,"Not much",3,"Always",1,NA,2,"Strong Republican",7,29
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,20,"$50,000-$99,999","White, non-Hispanic",14,"Graduate degree","Conservative",6,"Disapprove strongly",4,67,"65+","Male","Married: spouse present","Married","About the same",3,"Some",2,"Most of the time",2,NA,2,"Not very strong Republican",6,36
-8,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,24,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Slightly liberal",3,NA,NA,31,"30-44","Male","Separated","Previously married","Somewhat better",2,"Some",2,"Most of the time",2,NA,NA,"Not very strong Democrat",2,49
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,15,"$50,000-$99,999","Hispanic",9,"High school graduate","Conservative",6,"Disapprove not strongly",3,66,"65+","Male","Married: spouse present","Married","Much worse",5,"Not much",3,"Always",1,NA,2,"Independent-Republican",5,1
1,"Never",5,0,"Run by big interests",1,"Waste a lot",1,13,"$25,000-$49,999","White, non-Hispanic",13,"Bachelor's degree","Conservative",6,"Approve not strongly",2,78,"65+","Male","Married: spouse present","Married","Much worse",5,"Not much",3,"About half the time",3,"Approve",1,"Independent-Republican",5,6
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,21,"$50,000-$99,999","Hispanic",13,"Bachelor's degree","Slightly conservative",5,"Disapprove strongly",4,30,"30-44","Male","Separated","Previously married","About the same",3,"Some",2,"About half the time",3,NA,2,"Independent-Republican",5,48
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,2,"Under $25,000","White, non-Hispanic",1,"Less than high school","Liberal",2,"Disapprove not strongly",3,22,"18-29","Male","Separated","Previously married","Somewhat worse",4,"Some",2,"About half the time",3,NA,2,"Independent-Democrat",3,47
2,"Most of the time",2,1,"Run by big interests",1,"Waste a lot",1,3,"Under $25,000","White, non-Hispanic",7,"Less than high school","Moderate",4,"Disapprove not strongly",3,21,"18-29","Female","Separated","Previously married","Much worse",5,"Not much",3,"Some of the time",4,NA,2,"Independent",4,NA
2,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,17,"$50,000-$99,999","White, non-Hispanic",9,"High school graduate",NA,NA,"Disapprove not strongly",3,57,"45-64","Female","Married: spouse present","Married","Much worse",5,"Some",2,"Most of the time",2,NA,2,"Strong Republican",7,55
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,21,"$50,000-$99,999","White, non-Hispanic",11,"Some college/Associate","Conservative",6,"Disapprove strongly",4,38,"30-44","Male","Married: spouse present","Married","Much worse",5,"Not much",3,"Most of the time",2,NA,2,"Strong Republican",7,41
2,"Most of the time",2,1,"Run by big interests",1,"Waste a lot",1,23,"$100,000+","Black, non-Hispanic",12,"Some college/Associate","Liberal",2,"Disapprove strongly",4,47,"45-64","Female","Married: spouse present","Married","About the same",3,"A good deal",1,"Most of the time",2,NA,2,"Strong Democrat",1,36
1,"Some of the time",4,0,"For benefit of all",2,"Waste some",2,13,"$25,000-$49,999","White, non-Hispanic",15,"Graduate degree","Moderate",4,"Approve not strongly",2,65,"65+","Male","Widowed","Previously married","Much better",1,"Some",2,"About half the time",3,"Approve",1,"Independent-Democrat",3,55
2,"Most of the time",2,1,"For benefit of all",2,"Waste some",2,28,"$100,000+","White, non-Hispanic",14,"Graduate degree","Conservative",6,"Disapprove strongly",4,77,"65+","Male","Married: spouse present","Married","About the same",3,"Some",2,"Most of the time",2,NA,2,"Not very strong Republican",6,51
2,"About half the time",3,0,"For benefit of all",2,"Waste a lot",1,3,"Under $25,000","Black, non-Hispanic",16,"Graduate degree",NA,NA,"Disapprove strongly",4,72,"65+","Female","Widowed","Previously married","Much worse",5,"Some",2,"Some of the time",4,NA,2,"Strong Democrat",1,12
1,"Most of the time",2,1,"Run by big interests",1,"Waste some",2,12,"$25,000-$49,999","White, non-Hispanic",10,"Some college/Associate","Extremely liberal",1,"Approve not strongly",2,22,"18-29","Male","Separated","Previously married","About the same",3,"A good deal",1,"About half the time",3,"Approve",1,"Strong Democrat",1,49
2,NA,NA,NA,"For benefit of all",2,"Waste some",2,25,"$100,000+","White, non-Hispanic",14,"Graduate degree","Liberal",2,"Disapprove strongly",4,72,"65+","Female","Married: spouse present","Married","Much better",1,"Some",2,"Most of the time",2,NA,2,"Strong Democrat",1,9
2,"Most of the time",2,1,"For benefit of all",2,"Waste a lot",1,27,"$100,000+","Multiple races, non-Hispanic",10,"Some college/Associate","Slightly liberal",3,"Disapprove not strongly",3,21,"18-29","Female","Separated","Previously married","About the same",3,"A good deal",1,"Some of the time",4,NA,2,"Independent-Democrat",3,26
2,"Most of the time",2,1,"For benefit of all",2,"Waste a lot",1,2,"Under $25,000","Hispanic",12,"Some college/Associate","Moderate",4,"Disapprove not strongly",3,62,"45-64","Female","Married: spouse present","Married","Much worse",5,"Some",2,"About half the time",3,NA,2,"Strong Democrat",1,48
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,1,"Under $25,000","Black, non-Hispanic",9,"High school graduate",NA,NA,"Disapprove not strongly",3,49,"45-64","Female","Separated","Previously married","Much worse",5,"Some",2,"Some of the time",4,NA,2,"Independent",4,45
1,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,4,"Under $25,000","Native American/Other, non-Hispanic",13,"Bachelor's degree","Conservative",6,"Approve not strongly",2,62,"45-64","Male","Widowed","Previously married","Much worse",5,"A good deal",1,"Most of the time",2,"Approve",1,"Strong Republican",7,29
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,7,"Under $25,000","Hispanic",10,"Some college/Associate","Liberal",2,"Disapprove not strongly",3,21,"18-29","Female","Separated","Previously married","Much worse",5,"A good deal",1,"About half the time",3,NA,2,"Independent-Democrat",3,48
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,11,"$25,000-$49,999","White, non-Hispanic",5,"Less than high school",NA,NA,"Disapprove not strongly",3,45,"45-64","Male","Married: spouse present","Married","Somewhat worse",4,"Not much",3,"Some of the time",4,NA,2,"Independent-Republican",5,NA
2,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,21,"$50,000-$99,999","White, non-Hispanic",13,"Bachelor's degree","Slightly liberal",3,"Disapprove not strongly",3,49,"45-64","Male","Widowed","Previously married","Much better",1,"A good deal",1,"Most of the time",2,NA,2,"Strong Democrat",1,45
2,"Most of the time",2,1,"For benefit of all",2,"Waste a lot",1,15,"$50,000-$99,999","White, non-Hispanic",14,"Graduate degree","Conservative",6,"Disapprove strongly",4,75,"65+","Female","Married: spouse present","Married","Much worse",5,"A good deal",1,"About half the time",3,NA,2,"Strong Republican",7,NA
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,21,"$50,000-$99,999","White, non-Hispanic",9,"High school graduate",NA,NA,"Disapprove not strongly",3,40,"30-44","Male","Married: spouse present","Married","About the same",3,"Some",2,"Most of the time",2,NA,2,"Strong Republican",7,19
2,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,25,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Conservative",6,"Disapprove strongly",4,63,"45-64","Female","Separated","Previously married","Somewhat worse",4,"Some",2,"Most of the time",2,NA,2,"Strong Republican",7,9
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,9,"$25,000-$49,999","Hispanic",9,"High school graduate","Moderate",4,"Disapprove strongly",4,18,"18-29","Male","Separated","Previously married","About the same",3,"A good deal",1,"Some of the time",4,NA,2,"Not very strong Republican",6,6
2,"About half the time",3,0,"Run by big interests",1,"Waste some",2,28,"$100,000+","Hispanic",13,"Bachelor's degree","Extremely liberal",1,"Disapprove strongly",4,41,"30-44","Female","Married: spouse present","Married","About the same",3,"A good deal",1,"Most of the time",2,NA,2,"Strong Democrat",1,6
2,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,24,"$100,000+","White, non-Hispanic",12,"Some college/Associate","Moderate",4,"Disapprove strongly",4,51,"45-64","Male","Widowed","Previously married","Somewhat worse",4,"Not much",3,"About half the time",3,NA,2,"Independent",4,NA
-8,"About half the time",3,0,"For benefit of all",2,"Waste some",2,20,"$50,000-$99,999","Hispanic",13,"Bachelor's degree","Moderate",4,NA,NA,31,"30-44","Female","Married: spouse present","Married","Somewhat better",2,"A good deal",1,"Some of the time",4,NA,NA,"Independent-Democrat",3,NA
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,12,"$25,000-$49,999","Multiple races, non-Hispanic",13,"Bachelor's degree","Liberal",2,"Disapprove not strongly",3,23,"18-29","Male","Separated","Previously married","About the same",3,"Some",2,"About half the time",3,NA,2,"Strong Democrat",1,NA
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,17,"$50,000-$99,999","White, non-Hispanic",10,"Some college/Associate","Conservative",6,"Disapprove strongly",4,80,"65+","Male","Married: spouse present","Married","Much worse",5,"Some",2,"Most of the time",2,NA,2,"Strong Republican",7,53
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,17,"$50,000-$99,999","White, non-Hispanic",13,"Bachelor's degree","Slightly conservative",5,"Disapprove strongly",4,30,"30-44","Male","Separated","Previously married","Somewhat worse",4,"Some",2,"Most of the time",2,NA,2,"Not very strong Republican",6,48
2,"About half the time",3,0,"Run by big interests",1,"Waste some",2,14,"$25,000-$49,999","White, non-Hispanic",13,"Bachelor's degree","Liberal",2,"Disapprove not strongly",3,24,"18-29","Male","Separated","Previously married","Somewhat better",2,"A good deal",1,"About half the time",3,NA,2,"Strong Democrat",1,49
-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,"30-44","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2,"Most of the time",2,1,"For benefit of all",2,"Don't waste very much",3,25,"$100,000+","White, non-Hispanic",16,"Graduate degree","Moderate",4,"Disapprove strongly",4,67,"65+","Male","Married: spouse present","Married","Much better",1,"A good deal",1,"Most of the time",2,NA,2,"Strong Democrat",1,6
2,"About half the time",3,0,"For benefit of all",2,"Waste some",2,25,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Slightly liberal",3,"Disapprove strongly",4,34,"30-44","Male","Married: spouse present","Married","Somewhat better",2,"A good deal",1,"Most of the time",2,NA,2,"Independent-Democrat",3,19
-9,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,NA,NA,"Black, non-Hispanic",12,"Some college/Associate",NA,NA,NA,NA,32,"30-44","Female","Separated","Previously married","Much worse",5,"Some",2,"Never",5,NA,NA,"Independent-Democrat",3,36
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,1,"Under $25,000","Black, non-Hispanic",6,"Less than high school",NA,NA,"Disapprove strongly",4,35,"30-44","Female","Separated","Previously married","Much worse",5,"Not much",3,"Never",5,NA,2,"Independent-Republican",5,NA
2,"Most of the time",2,1,"Run by big interests",1,"Waste some",2,26,"$100,000+","White, non-Hispanic",14,"Graduate degree","Slightly liberal",3,"Disapprove strongly",4,56,"45-64","Male","Divorced","Previously married","Somewhat better",2,"A good deal",1,"Most of the time",2,NA,2,"Strong Democrat",1,9
2,"Most of the time",2,1,"For benefit of all",2,"Waste some",2,26,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Slightly liberal",3,"Disapprove strongly",4,65,"65+","Female","Married: spouse present","Married","Somewhat better",2,"A good deal",1,"Most of the time",2,NA,2,"Independent-Democrat",3,53
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,24,"$100,000+","White, non-Hispanic",9,"High school graduate","Conservative",6,"Disapprove strongly",4,66,"65+","Male","Separated","Previously married","Much worse",5,"Some",2,"Most of the time",2,NA,2,"Strong Republican",7,47
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,26,"$100,000+","White, non-Hispanic",16,"Graduate degree","Liberal",2,"Disapprove strongly",4,42,"30-44","Female","Widowed","Previously married","Somewhat better",2,"Not much",3,"Most of the time",2,NA,2,"Strong Democrat",1,39
2,"About half the time",3,0,"For benefit of all",2,"Waste some",2,22,"$50,000-$99,999","White, non-Hispanic",10,"Some college/Associate","Conservative",6,"Disapprove not strongly",3,39,"30-44","Male","Married: spouse present","Married","Much worse",5,"A good deal",1,"Most of the time",2,NA,2,"Not very strong Republican",6,6
1,"Some of the time",4,0,"For benefit of all",2,"Waste a lot",1,22,"$50,000-$99,999","White, non-Hispanic",9,"High school graduate","Moderate",4,"Approve not strongly",2,33,"30-44","Male","Married: spouse present","Married","Much worse",5,"Some",2,"About half the time",3,"Approve",1,"Independent-Republican",5,NA
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,5,"Under $25,000","Multiple races, non-Hispanic",11,"Some college/Associate","Moderate",4,"Disapprove strongly",4,47,"45-64","Male","Separated","Previously married","Much worse",5,"Not much",3,"Some of the time",4,NA,2,"Independent-Republican",5,18
